site,date,name,pick,position,type,url
Walter Football - Rothtw27,2018-03-27,Marcus Davenport,26,DE,Fan,http://walterfootball.com/mocks/publishedmock/66192/
Walter Football - Rothtw27,2018-03-27,Josh Jackson,27,CB,Fan,http://walterfootball.com/mocks/publishedmock/66192/
Walter Football - Rothtw27,2018-03-27,Mason Rudolph,28,QB,Fan,http://walterfootball.com/mocks/publishedmock/66192/
Walter Football - Rothtw27,2018-03-27,Connor Williams,29,OT,Fan,http://walterfootball.com/mocks/publishedmock/66192/
Walter Football - Rothtw27,2018-03-27,Maurice Hurst,30,DT,Fan,http://walterfootball.com/mocks/publishedmock/66192/
Walter Football - Rothtw27,2018-03-27,Will Hernandez,31,G,Fan,http://walterfootball.com/mocks/publishedmock/66192/
Walter Football - Rothtw27,2018-03-27,Dallas Goedert,32,TE,Fan,http://walterfootball.com/mocks/publishedmock/66192/
Walter Football - Tstott94,2018-03-27,Sam Darnold,1,QB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Saquon Barkley,2,RB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Josh Rosen,3,QB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Josh Allen (WYO),4,QB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Baker Mayfield,5,QB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Bradley Chubb,6,DE,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Derwin James,7,S,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Quenton Nelson,8,G,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Tremaine Edmunds,9,LB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Denzel Ward,10,CB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Minkah Fitzpatrick,11,S,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Vita Vea,12,DT,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Roquan Smith,13,LB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Josh Jackson,14,CB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Mike McGlinchey,15,OT,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Calvin Ridley,16,WR,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Connor Williams,17,OT,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Leighton Vander Esch,18,LB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Da'Ron Payne,19,DT,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Harold Landry,20,LB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,James Daniels,21,C,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Isaiah Oliver,22,CB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Marcus Davenport,23,DE,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Jaire Alexander,24,CB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Sam Hubbard,25,DE,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Taven Bryan,26,DT,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Derrius Guice,27,RB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Rashaan Evans,28,LB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Malik Jefferson,29,LB,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Isaiah Wynn,30,OT,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Will Hernandez,31,G,Fan,http://walterfootball.com/mocks/publishedmock/66182/
Walter Football - Tstott94,2018-03-27,Kolton Miller,32,OT,Fan,http://walterfootball.com/mocks/publishedmock/66182/
CBS Sports - R.J. White,2018-03-29,Josh Allen (WYO),1,QB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Sam Darnold,2,QB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Josh Rosen,3,QB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Baker Mayfield,4,QB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Saquon Barkley,5,RB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Bradley Chubb,6,DE,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Derwin James,7,S,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Quenton Nelson,8,G,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Minkah Fitzpatrick,9,S,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Denzel Ward,10,CB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Roquan Smith,11,LB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Vita Vea,12,DT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Isaiah Wynn,13,OT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Marcus Davenport,14,DE,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Lamar Jackson (LOU),15,QB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Tremaine Edmunds,16,LB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Da'Ron Payne,17,DT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Will Hernandez,18,G,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Leighton Vander Esch,19,LB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Josh Jackson,20,CB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Mike McGlinchey,21,OT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Courtland Sutton,22,WR,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Rashaan Evans,23,LB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Calvin Ridley,24,WR,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Harold Landry,25,LB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Taven Bryan,26,DT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,D.J. Moore,27,WR,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Derrius Guice,28,RB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Mason Rudolph,29,QB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Connor Williams,30,OT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Kolton Miller,31,OT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Justin Reid,32,S,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Ronnie Harrison,33,S,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Jaire Alexander,34,CB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Carlton Davis,35,CB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Mike Hughes,36,CB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Billy Price,37,C,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Isaiah Oliver,38,CB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Arden Key,39,DE,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Dallas Goedert,40,TE,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Orlando Brown,41,OT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Mike Gesicki,42,TE,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Sam Hubbard,43,DE,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,James Daniels,44,C,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Donte Jackson,45,CB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Martinas Rankin,46,OT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Jamarco Jones,47,OT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Uchenna Nwosu,48,LB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Darius Leonard,49,LB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Maurice Hurst,50,DT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Sony Michel,51,RB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Hayden Hurst,52,TE,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Frank Ragnow,53,C,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Lorenzo Carter,54,LB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Jessie Bates,55,S,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Josey Jewell,56,LB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Rasheem Green,57,DE,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Christian Kirk,58,WR,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Braden Smith,59,G,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Malik Jefferson,60,LB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Ronald Jones,61,RB,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Tyrell Crosby,62,OT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,Tim Settle,63,DT,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
CBS Sports - R.J. White,2018-03-29,James Washington,64,WR,Media,https://www.cbssports.com/nfl/draft/news/two-round-2018-nfl-mock-draft-broncos-take-barkley-as-qbs-go-1-2-3-4-after-trade/
Walter Football - B...speedy,2018-03-29,Sam Darnold,1,QB,Fan,NA
Walter Football - B...speedy,2018-03-29,Josh Rosen,2,QB,Fan,NA
Walter Football - B...speedy,2018-03-29,Josh Allen (WYO),3,QB,Fan,NA
Walter Football - B...speedy,2018-03-29,Saquon Barkley,4,RB,Fan,NA
Walter Football - B...speedy,2018-03-29,Baker Mayfield,5,QB,Fan,NA
Walter Football - B...speedy,2018-03-29,Bradley Chubb,6,DE,Fan,NA
Walter Football - B...speedy,2018-03-29,Quenton Nelson,7,G,Fan,NA
Walter Football - B...speedy,2018-03-29,Minkah Fitzpatrick,8,S,Fan,NA
Walter Football - B...speedy,2018-03-29,Tremaine Edmunds,9,LB,Fan,NA
Walter Football - B...speedy,2018-03-29,Vita Vea,10,DT,Fan,NA
Walter Football - B...speedy,2018-03-29,Lamar Jackson (LOU),11,QB,Fan,NA
Walter Football - B...speedy,2018-03-29,Mike McGlinchey,12,OT,Fan,NA
Walter Football - B...speedy,2018-03-29,Derwin James,13,S,Fan,NA
Walter Football - B...speedy,2018-03-29,Denzel Ward,14,CB,Fan,NA
Walter Football - B...speedy,2018-03-29,Calvin Ridley,15,WR,Fan,NA
Walter Football - B...speedy,2018-03-29,Kolton Miller,16,OT,Fan,NA
Walter Football - B...speedy,2018-03-29,Da'Ron Payne,17,DT,Fan,NA
Walter Football - B...speedy,2018-03-29,Isaiah Wynn,18,OT,Fan,NA
Walter Football - B...speedy,2018-03-29,Josh Jackson,19,CB,Fan,NA
Walter Football - B...speedy,2018-03-29,Marcus Davenport,20,DE,Fan,NA
Walter Football - B...speedy,2018-03-29,Roquan Smith,21,LB,Fan,NA
Walter Football - B...speedy,2018-03-29,Arden Key,22,DE,Fan,NA
Walter Football - B...speedy,2018-03-29,Courtland Sutton,23,WR,Fan,NA
Walter Football - B...speedy,2018-03-29,D.J. Moore,24,WR,Fan,NA
Walter Football - B...speedy,2018-03-29,Carlton Davis,25,CB,Fan,NA
Walter Football - B...speedy,2018-03-29,Taven Bryan,26,DT,Fan,NA
Walter Football - B...speedy,2018-03-29,Mason Rudolph,27,QB,Fan,NA
Walter Football - B...speedy,2018-03-29,Derrius Guice,28,RB,Fan,NA
Walter Football - B...speedy,2018-03-29,Christian Kirk,29,WR,Fan,NA
Walter Football - B...speedy,2018-03-29,Will Hernandez,30,G,Fan,NA
Walter Football - B...speedy,2018-03-29,Orlando Brown,31,OT,Fan,NA
Walter Football - B...speedy,2018-03-29,Mark Andrews,32,TE,Fan,NA
Walter Football - Bc028,2018-03-29,Sam Darnold,1,QB,Fan,NA
Walter Football - Bc028,2018-03-29,Saquon Barkley,2,RB,Fan,NA
Walter Football - Bc028,2018-03-29,Josh Rosen,3,QB,Fan,NA
Walter Football - Bc028,2018-03-29,Minkah Fitzpatrick,4,S,Fan,NA
Walter Football - Bc028,2018-03-29,Denzel Ward,5,CB,Fan,NA
Walter Football - Bc028,2018-03-29,Bradley Chubb,6,DE,Fan,NA
Walter Football - Bc028,2018-03-29,Derwin James,7,S,Fan,NA
Walter Football - Bc028,2018-03-29,Quenton Nelson,8,G,Fan,NA
Walter Football - Bc028,2018-03-29,Tremaine Edmunds,9,LB,Fan,NA
Walter Football - Bc028,2018-03-29,Vita Vea,10,DT,Fan,NA
Walter Football - Bc028,2018-03-29,Roquan Smith,11,LB,Fan,NA
Walter Football - Bc028,2018-03-29,Baker Mayfield,12,QB,Fan,NA
Walter Football - Bc028,2018-03-29,Jaire Alexander,13,CB,Fan,NA
Walter Football - Bc028,2018-03-29,Marcus Davenport,14,DE,Fan,NA
Walter Football - Bc028,2018-03-29,Mike McGlinchey,15,OT,Fan,NA
Walter Football - Bc028,2018-03-29,Da'Ron Payne,16,DT,Fan,NA
Walter Football - Bc028,2018-03-29,Leighton Vander Esch,17,LB,Fan,NA
Walter Football - Bc028,2018-03-29,Isaiah Wynn,18,OT,Fan,NA
Walter Football - Bc028,2018-03-29,Rashaan Evans,19,LB,Fan,NA
Walter Football - Bc028,2018-03-29,Derrius Guice,20,RB,Fan,NA
Walter Football - Bc028,2018-03-29,James Daniels,21,C,Fan,NA
Walter Football - Bc028,2018-03-29,Donte Jackson,22,CB,Fan,NA
Walter Football - Bc028,2018-03-29,Courtland Sutton,23,WR,Fan,NA
Walter Football - Bc028,2018-03-29,Josh Jackson,24,CB,Fan,NA
Walter Football - Bc028,2018-03-29,Sam Hubbard,25,DE,Fan,NA
Walter Football - Bc028,2018-03-29,Taven Bryan,26,DT,Fan,NA
Walter Football - Bc028,2018-03-29,Harold Landry,27,LB,Fan,NA
Walter Football - Bc028,2018-03-29,Josh Allen (WYO),28,QB,Fan,NA
Walter Football - Bc028,2018-03-29,Calvin Ridley,29,WR,Fan,NA
Walter Football - Bc028,2018-03-29,Will Hernandez,30,G,Fan,NA
Walter Football - Bc028,2018-03-29,Kolton Miller,31,OT,Fan,NA
Walter Football - Bc028,2018-03-29,D.J. Moore,32,WR,Fan,NA
Walter Football - Cddubs,2018-03-29,Sam Darnold,1,QB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Josh Allen (WYO),2,QB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Josh Rosen,3,QB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Saquon Barkley,4,RB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Quenton Nelson,5,G,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Bradley Chubb,6,DE,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Minkah Fitzpatrick,7,S,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Christian Kirk,8,WR,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Derwin James,9,S,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Denzel Ward,10,CB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Tremaine Edmunds,11,LB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Mike McGlinchey,12,OT,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Calvin Ridley,13,WR,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Josh Jackson,14,CB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Baker Mayfield,15,QB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Marcus Davenport,16,DE,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Orlando Brown,17,OT,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Kolton Miller,18,OT,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Roquan Smith,19,LB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Vita Vea,20,DT,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Connor Williams,21,OT,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,D.J. Moore,22,WR,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Arden Key,23,DE,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Courtland Sutton,24,WR,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Equanimeous St. Brown,25,WR,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Da'Ron Payne,26,DT,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Harold Landry,27,LB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Mike Hughes,28,CB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Dallas Goedert,29,TE,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Will Hernandez,30,G,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Isaiah Wynn,31,OT,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Jaire Alexander,32,CB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Carlton Davis,33,CB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Billy Price,34,C,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Rashaan Evans,35,LB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Derrius Guice,36,RB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Leighton Vander Esch,37,LB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Sony Michel,38,RB,Fan,http://walterfootball.com/mocks/publishedmock/66130/
Walter Football - Cddubs,2018-03-29,Justin Reid,39,S,Fan,http://walterfootball.com/mocks/publishedmock/66130/
